"id_customer","first_name","last_name","email","country","signup_date"
"197","35","8","2023-10-18","1","339"
"197","35","12","2023-10-18","2","71"
"198","23","15","2025-02-10","1","136"
"199","2","13","2024-11-14","2","916"
"200","46","10","2023-12-25","1","363"
"id_order","id_customer","order_date","total_amount"
"1","36","2024-10-10","757.20"
"2","35","2025-07-23","545.08"
"3","16","2025-04-24","793.40"
"4","41","2025-09-02","88.74"
"5","17","2024-03-31","398.16"
"6","28","2025-07-09","1187.58"
"7","16","2024-06-30","3689.91"
"8","29","2025-04-23","986.61"
"9","24","2025-03-31","2171.96"
"10","44","2025-08-29","632.88"
"11","2","2023-11-25","755.40"
"12","13","2025-08-05","406.95"
"13","48","2024-11-10","2197.07"
"14","14","2025-02-24","1787.70"
"15","1","2025-02-28","2169.52"
"16","16","2025-03-08","788.36"
"17","20","2024-12-22","1872.98"
"18","29","2024-04-23","1855.83"
"19","6","2024-03-06","1444.80"
"20","32","2024-05-24","2597.18"
"21","23","2025-01-29","1369.61"
"22","26","2025-01-30","2446.90"
"23","4","2025-02-26","1839.18"
"24","21","2024-06-13","1172.44"
"25","31","2025-08-26","430.89"
"26","32","2024-08-05","1667.10"
"27","32","2023-12-19","80.60"
"28","39","2025-01-01","2009.19"
"29","7","2024-07-25","2310.90"
"30","11","2023-11-28","8.10"
"31","48","2025-02-16","1772.60"
"32","46","2024-09-15","2236.80"
"33","39","2024-03-11","2265.30"
"34","33","2023-11-07","558.81"
"35","26","2025-09-08","1648.50"
"36","27","2024-02-05","1248.15"
"37","31","2024-06-12","1311.12"
"38","39","2024-11-02","642.48"
"39","38","2025-09-12","1395.78"
"40","26","2024-11-14","1942.36"
"41","37","2025-04-04","1248.23"
"42","4","2023-11-27","1418.99"
"43","47","2025-09-10","8.10"
"44","43","2024-05-28","1473.32"
"45","5","2025-07-08","956.78"
"46","6","2024-12-30","2008.47"
"47","38","2024-11-22","1578.02"
"48","42","2025-09-14","2481.15"
"49","30","2024-11-05","35.43"
"50","45","2025-09-01","1843.53"
"51","1","2024-12-17","1826.76"
"52","9","2025-08-25","848.54"
"53","37","2024-10-02","1172.23"
"54","10","2025-07-07","1116.57"
"55","28","2023-10-05","664.18"
"56","4","2024-04-25","840.44"
"57","20","2024-02-15","3483.00"
"58","50","2025-01-18","1217.51"
"59","3","2024-11-22","1260.66"
"60","31","2025-06-23","1118.41"
"61","49","2023-11-25","305.74"
"62","39","2024-03-26","2553.19"
"63","23","2025-09-05","528.84"
"64","30","2025-05-15","3302.17"
"65","40","2023-09-30","1369.63"
"66","10","2024-11-22","1115.75"
"67","16","2024-09-18","1747.21"
"68","50","2025-02-27","1857.34"
"69","44","2024-03-07","2164.61"
"70","41","2024-03-08","443.51"
"71","39","2023-12-12","1784.28"
"72","11","2024-03-27","653.56"
"73","31","2025-03-31","1673.48"
"74","18","2024-09-06","737.26"
"75","18","2024-09-17","1741.28"
"76","2","2025-02-01","760.18"
"77","30","2025-02-16","1382.51"
"78","25","2024-07-30","1284.96"
"79","13","2024-07-06","398.16"
"80","19","2024-01-12","903.79"
"81","31","2024-02-27","1320.35"
"82","12","2024-11-05","1365.19"
"83","31","2023-12-20","2606.79"
"84","45","2024-07-28","1090.76"
"85","23","2025-06-02","3023.88"
"86","39","2023-11-08","845.00"
"87","22","2024-05-25","1125.55"
"88","46","2025-02-01","819.83"
"89","15","2025-05-27","1385.45"
"90","36","2024-09-24","120.90"
"91","19","2024-01-06","1126.95"
"92","11","2024-08-30","3458.56"
"93","33","2024-02-22","1897.82"
"94","5","2024-11-14","959.47"
"95","39","2024-02-17","1976.52"
"96","22","2023-11-02","1158.17"
"97","15","2024-01-05","1359.10"
"98","39","2024-07-09","1130.40"
"99","20","2024-07-14","1064.87"
"100","4","2025-01-27","293.37"
"101","45","2024-06-21","3012.34"
"102","40","2025-01-07","826.53"
"103","48","2025-05-20","588.23"
"104","27","2024-07-30","3047.43"
"105","3","2024-01-23","1743.41"
"106","38","2025-01-20","1591.23"
"107","23","2024-01-25","3000.92"
"108","34","2025-08-23","3411.02"
"109","23","2024-11-30","2523.09"
"110","24","2023-10-29","1167.63"
"111","22","2025-04-05","1062.70"
"112","9","2024-09-19","1972.73"
"113","7","2024-07-09","1741.97"
"114","19","2025-01-30","2082.66"
"115","18","2024-02-01","2217.15"
"116","10","2024-10-21","1200.87"
"117","45","2025-05-12","957.21"
"118","33","2025-08-24","1036.21"
"119","31","2024-06-25","106.29"
"120","16","2024-08-28","840.44"
"121","17","2024-03-10","931.51"
"122","18","2025-01-05","2564.61"
"123","33","2024-05-19","1446.34"
"124","30","2025-05-25","214.16"
"125","35","2023-11-09","725.82"
"126","33","2025-05-28","2641.24"
"127","48","2023-11-09","1449.17"
"128","1","2024-03-09","463.75"
"129","35","2023-10-04","1571.31"
"130","13","2025-03-19","1241.54"
"131","12","2025-08-07","24.30"
"132","43","2025-09-07","319.07"
"133","47","2025-03-23","1310.14"
"134","23","2025-07-24","1731.63"
"135","30","2023-10-12","654.34"
"136","47","2024-11-09","1524.61"
"137","5","2023-11-27","1777.07"
"138","24","2024-06-16","3712.58"
"139","25","2024-06-28","1333.70"
"140","16","2024-05-22","1351.66"
"141","30","2025-09-26","687.36"
"142","26","2023-09-30","2099.76"
"143","37","2025-02-04","1811.41"
"144","27","2024-10-09","1429.55"
"145","6","2024-07-24","457.98"
"146","6","2024-10-20","1656.98"
"147","42","2025-06-18","600.67"
"148","15","2025-04-04","984.83"
"149","4","2024-08-09","1678.32"
"150","14","2024-07-16","2387.77"
"151","47","2024-08-08","770.73"
"152","44","2025-09-22","852.35"
"153","39","2025-03-28","281.64"
"154","1","2024-01-04","1146.04"
"155","2","2024-06-28","2225.84"
"156","38","2025-09-26","29.58"
"157","44","2025-06-02","2282.40"
"158","27","2024-11-26","1314.61"
"159","28","2024-08-05","2169.08"
"160","37","2024-11-21","2837.90"
"161","24","2024-06-03","1096.83"
"162","10","2025-02-23","678.10"
"163","36","2025-01-05","670.91"
"164","26","2025-09-01","1771.22"
"165","50","2024-08-27","1244.51"
"166","45","2024-04-27","2881.19"
"167","47","2023-12-27","373.18"
"168","32","2024-01-10","2543.17"
"169","24","2025-08-18","1794.80"
"170","39","2023-12-10","1881.89"
"171","11","2024-02-26","1737.44"
"172","31","2024-11-02","950.81"
"173","33","2025-01-16","3167.74"
"174","19","2024-04-06","1168.40"
"175","43","2025-07-28","957.21"
"176","43","2024-04-16","987.71"
"177","36","2024-05-29","1150.74"
"178","45","2025-07-26","739.28"
"179","42","2024-12-17","1758.51"
"180","33","2025-08-29","1435.96"
"181","36","2024-09-04","1893.45"
"182","11","2024-09-30","781.96"
"183","22","2025-08-04","2353.68"
"184","38","2025-05-21","1924.48"
"185","47","2025-05-16","1922.18"
"186","45","2024-07-09","932.73"
"187","24","2025-01-15","339.05"
"188","47","2023-10-29","1173.60"
"189","6","2024-10-04","2242.17"
"190","2","2025-01-18","1925.64"
"191","44","2024-03-11","80.60"
"192","18","2025-06-24","319.07"
"193","33","2023-12-09","446.22"
"194","34","2024-02-05","2189.37"
"195","42","2024-11-25","2087.59"
"196","38","2024-11-14","8.10"
"197","35","2023-10-18","748.96"
"198","23","2025-02-10","135.81"
"199","2","2024-11-14","915.96"
"200","46","2023-12-25","362.91"
"id_order","id_product","quantity","unit_price"
"1","18","2","334.23"
"1","1","3","29.58"
"2","15","1","135.81"
"2","1","2","29.58"
"2","7","1","8.10"
"2","9","1","206.20"
"2","15","1","135.81"
"3","11","2","186.59"
"3","3","1","420.22"
"4","1","3","29.58"
"5","17","3","132.72"
"6","13","2","457.98"
"6","15","2","135.81"
"7","4","1","40.30"
"7","20","2","328.87"
"7","3","3","420.22"
"7","10","3","362.91"
"7","6","3","214.16"
"8","20","3","328.87"
"9","3","3","420.22"
"9","3","2","420.22"
"9","12","2","35.43"
"10","16","3","210.96"
"11","1","1","29.58"
"11","10","2","362.91"
"12","11","1","186.59"
"12","1","2","29.58"
"12","4","3","40.30"
"12","4","1","40.30"
"13","1","1","29.58"
"13","13","3","457.98"
"13","20","2","328.87"
"13","15","1","135.81"
"14","2","1","319.07"
"14","1","1","29.58"
"14","19","1","97.79"
"14","4","2","40.30"
"14","3","3","420.22"
"15","18","1","334.23"
"15","9","1","206.20"
"15","20","3","328.87"
"15","6","3","214.16"
"16","5","1","155.48"
"16","16","3","210.96"
"17","3","2","420.22"
"17","12","3","35.43"
"17","16","3","210.96"
"17","19","3","97.79"
"18","17","1","132.72"
"18","6","1","214.16"
"18","10","3","362.91"
"18","3","1","420.22"
"19","13","3","457.98"
"19","12","2","35.43"
"20","14","3","389.21"
"20","8","3","339.05"
"20","9","2","206.20"
"21","2","3","319.07"
"21","9","2","206.20"
"22","6","3","214.16"
"22","3","1","420.22"
"22","16","3","210.96"
"22","9","3","206.20"
"22","17","1","132.72"
"23","19","1","97.79"
"23","11","2","186.59"
"23","5","1","155.48"
"23","8","3","339.05"
"23","19","2","97.79"
"24","15","1","135.81"
"24","9","1","206.20"
"24","19","3","97.79"
"24","15","2","135.81"
"24","17","2","132.72"
"25","17","2","132.72"
"25","1","2","29.58"
"25","12","3","35.43"
"26","12","1","35.43"
"26","10","1","362.91"
"26","6","2","214.16"
"26","3","2","420.22"
"27","4","2","40.30"
"28","16","2","210.96"
"28","3","1","420.22"
"28","8","2","339.05"
"28","19","2","97.79"
"28","19","3","97.79"
"29","17","1","132.72"
"29","13","2","457.98"
"29","1","2","29.58"
"29","12","1","35.43"
"29","14","3","389.21"
"30","7","1","8.10"
"31","6","2","214.16"
"31","6","2","214.16"
"31","13","2","457.98"
"32","13","1","457.98"
"32","6","2","214.16"
"32","20","2","328.87"
"32","7","3","8.10"
"32","18","2","334.23"
"33","2","3","319.07"
"33","3","1","420.22"
"33","17","3","132.72"
"33","5","1","155.48"
"33","18","1","334.23"
"34","17","2","132.72"
"34","19","3","97.79"
"35","11","3","186.59"
"35","10","3","362.91"
"36","9","2","206.20"
"36","6","2","214.16"
"36","15","3","135.81"
"37","11","3","186.59"
"37","13","1","457.98"
"37","19","3","97.79"
"38","6","3","214.16"
"39","15","2","135.81"
"39","10","3","362.91"
"39","12","1","35.43"
"40","19","3","97.79"
"40","10","1","362.91"
"40","20","1","328.87"
"40","2","3","319.07"
"41","4","2","40.30"
"41","14","3","389.21"
"42","15","3","135.81"
"42","11","3","186.59"
"42","17","1","132.72"
"42","2","1","319.07"
"43","7","1","8.10"
"44","16","3","210.96"
"44","3","2","420.22"
"45","4","2","40.30"
"45","12","3","35.43"
"45","17","3","132.72"
"45","12","3","35.43"
"45","17","2","132.72"
"46","13","2","457.98"
"46","15","1","135.81"
"46","10","1","362.91"
"46","13","1","457.98"
"46","15","1","135.81"
"47","19","1","97.79"
"47","13","3","457.98"
"47","12","3","35.43"
"48","9","1","206.20"
"48","8","3","339.05"
"48","1","2","29.58"
"48","3","1","420.22"
"48","14","2","389.21"
"49","12","1","35.43"
"50","7","3","8.10"
"50","20","3","328.87"
"50","9","2","206.20"
"50","3","1","420.22"
"51","14","1","389.21"
"51","15","1","135.81"
"51","17","3","132.72"
"51","2","2","319.07"
"51","17","2","132.72"
"52","7","1","8.10"
"52","3","2","420.22"
"53","7","1","8.10"
"53","11","1","186.59"
"53","6","3","214.16"
"53","6","1","214.16"
"53","4","3","40.30"
"54","11","2","186.59"
"54","8","1","339.05"
"54","15","2","135.81"
"54","17","1","132.72"
"55","13","1","457.98"
"55","9","1","206.20"
"56","3","2","420.22"
"57","14","3","389.21"
"57","12","3","35.43"
"57","7","3","8.10"
"57","14","3","389.21"
"57","8","3","339.05"
"58","20","2","328.87"
"58","11","3","186.59"
"59","3","3","420.22"
"60","2","3","319.07"
"60","4","1","40.30"
"60","4","3","40.30"
"61","4","1","40.30"
"61","17","2","132.72"
"62","14","3","389.21"
"62","17","1","132.72"
"62","3","2","420.22"
"62","9","2","206.20"
"63","12","2","35.43"
"63","13","1","457.98"
"64","6","2","214.16"
"64","14","2","389.21"
"64","2","3","319.07"
"64","9","2","206.20"
"64","10","2","362.91"
"65","8","2","339.05"
"65","17","3","132.72"
"65","19","3","97.79"
"66","2","1","319.07"
"66","12","2","35.43"
"66","10","2","362.91"
"67","15","3","135.81"
"67","15","2","135.81"
"67","5","2","155.48"
"67","18","2","334.23"
"67","1","3","29.58"
"68","11","3","186.59"
"68","20","3","328.87"
"68","5","1","155.48"
"68","5","1","155.48"
"69","14","3","389.21"
"69","2","1","319.07"
"69","12","1","35.43"
"69","6","3","214.16"
"70","10","1","362.91"
"70","4","2","40.30"
"71","3","2","420.22"
"71","5","2","155.48"
"71","16","2","210.96"
"71","16","1","210.96"
"72","13","1","457.98"
"72","19","2","97.79"
"73","10","3","362.91"
"73","17","1","132.72"
"73","11","1","186.59"
"73","17","2","132.72"
"74","8","2","339.05"
"74","1","2","29.58"
"75","3","2","420.22"
"75","12","1","35.43"
"75","13","1","457.98"
"75","15","3","135.81"
"76","16","1","210.96"
"76","6","2","214.16"
"76","4","3","40.30"
"77","7","1","8.10"
"77","15","1","135.81"
"77","3","2","420.22"
"77","17","3","132.72"
"78","6","3","214.16"
"78","6","3","214.16"
"79","17","3","132.72"
"80","8","1","339.05"
"80","19","1","97.79"
"80","17","1","132.72"
"80","18","1","334.23"
"81","16","1","210.96"
"81","10","1","362.91"
"81","15","3","135.81"
"81","8","1","339.05"
"82","15","3","135.81"
"82","15","3","135.81"
"82","20","1","328.87"
"82","1","3","29.58"
"82","17","1","132.72"
"83","1","2","29.58"
"83","10","1","362.91"
"83","3","3","420.22"
"83","7","1","8.10"
"83","13","2","457.98"
"84","7","3","8.10"
"84","2","2","319.07"
"84","6","2","214.16"
"85","8","2","339.05"
"85","12","2","35.43"
"85","14","2","389.21"
"85","20","1","328.87"
"85","14","3","389.21"
"86","4","2","40.30"
"86","7","1","8.10"
"86","12","3","35.43"
"86","5","2","155.48"
"86","8","1","339.05"
"87","20","1","328.87"
"87","12","2","35.43"
"87","10","2","362.91"
"88","15","3","135.81"
"88","9","2","206.20"
"89","11","1","186.59"
"89","4","3","40.30"
"89","3","1","420.22"
"89","20","2","328.87"
"90","4","3","40.30"
"91","8","2","339.05"
"91","5","1","155.48"
"91","19","3","97.79"
"92","14","3","389.21"
"92","3","1","420.22"
"92","11","3","186.59"
"92","6","3","214.16"
"92","18","2","334.23"
"93","17","1","132.72"
"93","19","1","97.79"
"93","19","3","97.79"
"93","13","3","457.98"
"94","1","2","29.58"
"94","5","1","155.48"
"94","1","1","29.58"
"94","5","1","155.48"
"94","11","3","186.59"
"95","8","2","339.05"
"95","13","1","457.98"
"95","3","2","420.22"
"96","5","1","155.48"
"96","18","3","334.23"
"97","12","1","35.43"
"97","9","1","206.20"
"97","14","2","389.21"
"97","8","1","339.05"
"98","16","3","210.96"
"98","19","1","97.79"
"98","20","1","328.87"
"98","12","2","35.43"
"99","10","2","362.91"
"99","8","1","339.05"
"100","19","3","97.79"
"101","2","3","319.07"
"101","2","2","319.07"
"101","12","1","35.43"
"101","3","3","420.22"
"101","4","3","40.30"
"102","1","2","29.58"
"102","8","1","339.05"
"102","6","2","214.16"
"103","20","1","328.87"
"103","4","1","40.30"
"103","7","1","8.10"
"103","16","1","210.96"
"104","19","1","97.79"
"104","3","3","420.22"
"104","6","2","214.16"
"104","3","3","420.22"
"105","4","3","40.30"
"105","14","3","389.21"
"105","2","1","319.07"
"105","15","1","135.81"
"106","13","1","457.98"
"106","10","2","362.91"
"106","15","3","135.81"
"107","14","3","389.21"
"107","14","3","389.21"
"107","19","1","97.79"
"107","11","3","186.59"
"107","7","1","8.10"
"108","12","1","35.43"
"108","3","3","420.22"
"108","2","1","319.07"
"108","16","2","210.96"
"108","13","3","457.98"
"109","20","3","328.87"
"109","6","3","214.16"
"109","11","3","186.59"
"109","18","1","334.23"
"110","14","3","389.21"
"111","6","3","214.16"
"111","3","1","420.22"
"112","1","3","29.58"
"112","10","2","362.91"
"112","18","3","334.23"
"112","5","1","155.48"
"113","10","2","362.91"
"113","16","1","210.96"
"113","9","3","206.20"
"113","11","1","186.59"
"114","13","2","457.98"
"114","3","1","420.22"
"114","20","2","328.87"
"114","1","3","29.58"
"115","18","1","334.23"
"115","19","3","97.79"
"115","14","3","389.21"
"115","16","2","210.96"
"116","10","2","362.91"
"116","17","1","132.72"
"116","18","1","334.23"
"116","7","1","8.10"
"117","2","3","319.07"
"118","20","1","328.87"
"118","9","3","206.20"
"118","1","3","29.58"
"119","12","3","35.43"
"120","3","2","420.22"
"121","2","2","319.07"
"121","19","3","97.79"
"122","4","2","40.30"
"122","9","1","206.20"
"122","8","3","339.05"
"122","3","3","420.22"
"123","14","2","389.21"
"123","20","1","328.87"
"123","8","1","339.05"
"124","6","1","214.16"
"125","10","2","362.91"
"126","14","2","389.21"
"126","20","3","328.87"
"126","14","2","389.21"
"126","19","1","97.79"
"127","8","3","339.05"
"127","19","1","97.79"
"127","18","1","334.23"
"128","12","1","35.43"
"128","6","2","214.16"
"129","15","2","135.81"
"129","16","1","210.96"
"129","10","3","362.91"
"130","6","2","214.16"
"130","20","2","328.87"
"130","5","1","155.48"
"131","7","3","8.10"
"132","2","1","319.07"
"133","1","3","29.58"
"133","8","2","339.05"
"133","1","1","29.58"
"133","15","3","135.81"
"133","12","3","35.43"
"134","1","3","29.58"
"134","10","1","362.91"
"134","19","3","97.79"
"134","20","3","328.87"
"135","2","2","319.07"
"135","7","2","8.10"
"136","16","1","210.96"
"136","18","3","334.23"
"136","5","2","155.48"
"137","20","1","328.87"
"137","20","2","328.87"
"137","20","2","328.87"
"137","17","1","132.72"
"138","14","3","389.21"
"138","3","1","420.22"
"138","13","3","457.98"
"138","20","1","328.87"
"138","16","2","210.96"
"139","11","3","186.59"
"139","5","2","155.48"
"139","4","3","40.30"
"139","11","1","186.59"
"139","5","1","155.48"
"140","4","1","40.30"
"140","18","2","334.23"
"140","9","3","206.20"
"140","7","3","8.10"
"141","17","2","132.72"
"141","16","2","210.96"
"142","10","2","362.91"
"142","13","3","457.98"
"143","9","3","206.20"
"143","9","1","206.20"
"143","20","3","328.87"
"144","8","3","339.05"
"144","9","2","206.20"
"145","13","1","457.98"
"146","5","2","155.48"
"146","8","3","339.05"
"146","20","1","328.87"
"147","18","1","334.23"
"147","19","2","97.79"
"147","12","2","35.43"
"148","5","1","155.48"
"148","5","3","155.48"
"148","10","1","362.91"
"149","9","2","206.20"
"149","1","2","29.58"
"149","8","2","339.05"
"149","5","1","155.48"
"149","11","2","186.59"
"150","15","2","135.81"
"150","8","1","339.05"
"150","11","2","186.59"
"150","10","2","362.91"
"150","8","2","339.05"
"151","11","3","186.59"
"151","16","1","210.96"
"152","15","2","135.81"
"152","9","1","206.20"
"152","18","1","334.23"
"152","4","1","40.30"
"153","7","2","8.10"
"153","17","2","132.72"
"154","6","1","214.16"
"154","15","3","135.81"
"154","19","2","97.79"
"154","20","1","328.87"
"155","11","1","186.59"
"155","8","1","339.05"
"155","3","1","420.22"
"155","20","3","328.87"
"155","19","3","97.79"
"156","1","1","29.58"
"157","20","2","328.87"
"157","17","1","132.72"
"157","4","1","40.30"
"157","10","3","362.91"
"157","10","1","362.91"
"158","15","2","135.81"
"158","18","3","334.23"
"158","4","1","40.30"
"159","13","2","457.98"
"159","9","3","206.20"
"159","9","1","206.20"
"159","6","2","214.16"
"160","10","3","362.91"
"160","8","1","339.05"
"160","18","3","334.23"
"160","15","3","135.81"
"161","10","3","362.91"
"161","7","1","8.10"
"162","8","2","339.05"
"163","4","3","40.30"
"163","16","1","210.96"
"163","8","1","339.05"
"164","10","1","362.91"
"164","8","3","339.05"
"164","19","3","97.79"
"164","19","1","97.79"
"165","12","3","35.43"
"165","9","2","206.20"
"165","10","2","362.91"
"166","14","3","389.21"
"166","19","1","97.79"
"166","2","1","319.07"
"166","8","2","339.05"
"166","9","3","206.20"
"167","11","2","186.59"
"168","19","1","97.79"
"168","5","1","155.48"
"168","13","3","457.98"
"168","13","2","457.98"
"169","2","1","319.07"
"169","13","2","457.98"
"169","11","3","186.59"
"170","1","3","29.58"
"170","20","2","328.87"
"170","18","2","334.23"
"170","17","1","132.72"
"170","18","1","334.23"
"171","11","2","186.59"
"171","9","1","206.20"
"171","19","3","97.79"
"171","11","1","186.59"
"171","8","2","339.05"
"172","12","2","35.43"
"172","5","3","155.48"
"172","14","1","389.21"
"172","7","3","8.10"
"173","16","3","210.96"
"173","2","3","319.07"
"173","8","1","339.05"
"173","3","2","420.22"
"173","17","3","132.72"
"174","20","2","328.87"
"174","1","3","29.58"
"174","16","2","210.96"
"175","2","3","319.07"
"176","12","3","35.43"
"176","12","2","35.43"
"176","9","2","206.20"
"176","17","3","132.72"
"177","8","2","339.05"
"177","11","2","186.59"
"177","4","1","40.30"
"177","1","2","29.58"
"178","6","2","214.16"
"178","5","2","155.48"
"179","10","3","362.91"
"179","17","3","132.72"
"179","15","2","135.81"
"180","15","2","135.81"
"180","11","3","186.59"
"180","13","1","457.98"
"180","12","3","35.43"
"180","4","1","40.30"
"181","14","3","389.21"
"181","10","2","362.91"
"182","15","3","135.81"
"182","18","1","334.23"
"182","4","1","40.30"
"183","3","3","420.22"
"183","15","1","135.81"
"183","2","3","319.07"
"184","15","3","135.81"
"184","10","3","362.91"
"184","6","2","214.16"
"185","18","3","334.23"
"185","15","3","135.81"
"185","19","2","97.79"
"185","4","3","40.30"
"185","19","2","97.79"
"186","1","3","29.58"
"186","1","2","29.58"
"186","10","1","362.91"
"186","16","2","210.96"
"187","8","1","339.05"
"188","12","3","35.43"
"188","8","2","339.05"
"188","14","1","389.21"
"189","2","3","319.07"
"189","3","3","420.22"
"189","7","3","8.10"
"190","5","3","155.48"
"190","15","1","135.81"
"190","15","3","135.81"
"190","13","2","457.98"
"191","4","2","40.30"
"192","2","1","319.07"
"193","16","2","210.96"
"193","7","3","8.10"
"194","14","3","389.21"
"194","7","3","8.10"
"194","15","2","135.81"
"194","10","2","362.91"
"195","16","1","210.96"
"195","2","2","319.07"
"195","12","2","35.43"
"195","14","3","389.21"
"196","7","1","8.10"
"197","8","1","339.05"
"197","8","1","339.05"
"197","12","2","35.43"
"198","15","1","135.81"
"199","13","2","457.98"
"200","10","1","362.91"
"id_product","name","category","price"
"1","Produit_1","Maison","29.58"
"2","Produit_2","Maison","319.07"
"3","Produit_3","Électronique","420.22"
"4","Produit_4","Maison","40.30"
"5","Produit_5","Électronique","155.48"
"6","Produit_6","Électronique","214.16"
"7","Produit_7","Électronique","8.10"
"8","Produit_8","Vêtements","339.05"
"9","Produit_9","Électronique","206.20"
"10","Produit_10","Vêtements","362.91"
"11","Produit_11","Électronique","186.59"
"12","Produit_12","Vêtements","35.43"
"13","Produit_13","Électronique","457.98"
"14","Produit_14","Électronique","389.21"
"15","Produit_15","Vêtements","135.81"
"16","Produit_16","Vêtements","210.96"
"17","Produit_17","Maison","132.72"
"18","Produit_18","Maison","334.23"
"19","Produit_19","Électronique","97.79"
"20","Produit_20","Électronique","328.87"
